normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,wheel-base,length,width,height,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,curb-weight
168.0,toyota,gas,std,two,sedan,rwd,94.5,168.7,64.0,52.6,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,29,34,8058.0,2169
168.0,toyota,gas,std,two,hatchback,rwd,94.5,168.7,64.0,52.6,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,29,34,8238.0,2204
168.0,toyota,gas,std,two,sedan,rwd,94.5,168.7,64.0,52.6,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,26,29,9298.0,2265
168.0,toyota,gas,std,two,hatchback,rwd,94.5,168.7,64.0,52.6,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,26,29,9538.0,2300
134.0,toyota,gas,std,two,hardtop,rwd,98.4,176.2,65.6,52.0,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,8449.0,2540
134.0,toyota,gas,std,two,hardtop,rwd,98.4,176.2,65.6,52.0,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,9639.0,2536
134.0,toyota,gas,std,two,hatchback,rwd,98.4,176.2,65.6,52.0,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,9989.0,2551
134.0,toyota,gas,std,two,hardtop,rwd,98.4,176.2,65.6,52.0,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,11199.0,2679
134.0,toyota,gas,std,two,hatchback,rwd,98.4,176.2,65.6,52.0,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,11549.0,2714
134.0,toyota,gas,std,two,convertible,rwd,98.4,176.2,65.6,53.0,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,17669.0,2975
65.0,toyota,gas,std,four,sedan,fwd,102.4,175.6,66.5,54.9,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,29,34,8948.0,2326
65.0,toyota,diesel,turbo,four,sedan,fwd,102.4,175.6,66.5,54.9,ohc,four,110,idi,3.27,3.35,22.5,73.0,4500.0,30,33,10698.0,2480
65.0,toyota,gas,std,four,hatchback,fwd,102.4,175.6,66.5,53.9,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,9988.0,2414
65.0,toyota,gas,std,four,sedan,fwd,102.4,175.6,66.5,54.9,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,10898.0,2414
65.0,toyota,gas,std,four,hatchback,fwd,102.4,175.6,66.5,53.9,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,11248.0,2458
197.0,toyota,gas,std,two,hatchback,rwd,102.9,183.5,67.7,52.0,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,20,24,16558.0,2976
197.0,toyota,gas,std,two,hatchback,rwd,102.9,183.5,67.7,52.0,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,19,24,15998.0,3016
90.0,toyota,gas,std,four,sedan,rwd,104.5,187.8,66.5,54.1,dohc,six,171,mpfi,3.27,3.35,9.2,156.0,5200.0,20,24,15690.0,3131
115.0,toyota,gas,std,four,wagon,rwd,104.5,187.8,66.5,54.1,dohc,six,161,mpfi,3.27,3.35,9.2,156.0,5200.0,19,24,15750.0,3151
122.0,volkswagen,diesel,std,two,sedan,fwd,97.3,171.7,65.5,55.7,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,37,46,7775.0,2261
122.0,volkswagen,gas,std,two,sedan,fwd,97.3,171.7,65.5,55.7,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,7975.0,2209
94.0,volkswagen,diesel,std,four,sedan,fwd,97.3,171.7,65.5,55.7,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,37,46,7995.0,2264
94.0,volkswagen,gas,std,four,sedan,fwd,97.3,171.7,65.5,55.7,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,8195.0,2212
94.0,volkswagen,gas,std,four,sedan,fwd,97.3,171.7,65.5,55.7,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,8495.0,2275
94.0,volkswagen,diesel,turbo,four,sedan,fwd,97.3,171.7,65.5,55.7,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,37,42,9495.0,2319
94.0,volkswagen,gas,std,four,sedan,fwd,97.3,171.7,65.5,55.7,ohc,four,109,mpfi,3.19,3.4,10.0,100.0,5500.0,26,32,9995.0,2300
115.0,volkswagen,gas,std,two,convertible,fwd,94.5,159.3,64.2,55.6,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,24,29,11595.0,2254
256.0,volkswagen,gas,std,two,hatchback,fwd,94.5,165.7,64.0,51.4,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,24,29,9980.0,2221
115.0,volkswagen,gas,std,four,sedan,fwd,100.4,180.2,66.9,55.1,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,5500.0,19,24,13295.0,2661
115.0,volkswagen,diesel,turbo,four,sedan,fwd,100.4,180.2,66.9,55.1,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,33,38,13845.0,2579
115.0,volkswagen,gas,std,four,wagon,fwd,100.4,183.1,66.9,55.1,ohc,four,109,mpfi,3.19,3.4,9.0,88.0,5500.0,25,31,12290.0,2563
103.0,volvo,gas,std,four,sedan,rwd,104.3,188.8,67.2,56.2,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,12940.0,2912
74.0,volvo,gas,std,four,wagon,rwd,104.3,188.8,67.2,57.5,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,13415.0,3034
103.0,volvo,gas,std,four,sedan,rwd,104.3,188.8,67.2,56.2,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,24,28,15985.0,2935
74.0,volvo,gas,std,four,wagon,rwd,104.3,188.8,67.2,57.5,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,24,28,16515.0,3042
103.0,volvo,gas,turbo,four,sedan,rwd,104.3,188.8,67.2,56.2,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,17,22,18420.0,3045
74.0,volvo,gas,turbo,four,wagon,rwd,104.3,188.8,67.2,57.5,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,17,22,18950.0,3157
95.0,volvo,gas,std,four,sedan,rwd,109.1,188.8,68.9,55.5,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,16845.0,2952
95.0,volvo,gas,turbo,four,sedan,rwd,109.1,188.8,68.8,55.5,ohc,four,141,mpfi,3.78,3.15,8.7,160.0,5300.0,19,25,19045.0,3049
95.0,volvo,gas,std,four,sedan,rwd,109.1,188.8,68.9,55.5,ohcv,six,173,mpfi,3.58,2.87,8.8,134.0,5500.0,18,23,21485.0,3012
95.0,volvo,diesel,turbo,four,sedan,rwd,109.1,188.8,68.9,55.5,ohc,six,145,idi,3.01,3.4,23.0,106.0,4800.0,26,27,22470.0,3217
95.0,volvo,gas,turbo,four,sedan,rwd,109.1,188.8,68.9,55.5,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,19,25,22625.0,3062
